id,ancestor_list,origin_time,destruction_time,num_orgs,tot_orgs,num_offspring,total_offspring,depth
337872,[337439],371,inf,1,1,0,0,322
337618,[336218],371,inf,1,1,0,0,322
337616,[336838],371,inf,1,1,0,0,301
337615,[336452],371,inf,1,1,0,0,302
337613,[336853],371,inf,1,1,0,0,304
337746,[337433],371,inf,1,1,0,0,327
337610,[337533],371,inf,1,1,0,0,323
337657,[336745],371,inf,1,1,0,0,302
337609,[337527],371,inf,1,1,0,0,326
337608,[336753],371,inf,1,1,0,0,303
337605,[336853],371,inf,1,1,0,0,304
337603,[337021],371,inf,1,1,0,0,322
337658,[336848],371,inf,1,1,0,0,301
337602,[336838],371,inf,1,1,0,0,301
337600,[337021],371,inf,1,1,0,0,322
337598,[336624],371,inf,1,1,0,0,301
337990,[336419],371,inf,1,1,0,0,326
337597,[335546],371,inf,1,1,0,0,324
337625,[337021],371,inf,1,1,0,0,322
337594,[336759],371,inf,1,1,0,0,302
337593,[336853],371,inf,1,1,0,0,304
337592,[336753],371,inf,1,1,0,0,303
337591,[336452],371,inf,1,1,0,0,302
337589,[336853],371,inf,1,1,0,0,304
337588,[336967],371,inf,1,1,0,0,321
337587,[337212],371,inf,1,1,0,0,326
337586,[337036],371,inf,1,1,0,0,325
337583,[337036],371,inf,1,1,0,0,325
337582,[337094],371,inf,1,1,0,0,323
337580,[336738],371,inf,1,1,0,0,327
337699,[337253],371,inf,1,1,0,0,325
337579,[337143],371,inf,1,1,0,0,325
337578,[337006],371,inf,1,1,0,0,324
337574,[337496],371,inf,1,1,0,0,326
337572,[337143],371,inf,1,1,0,0,325
337571,[337394],371,inf,1,1,0,0,323
337570,[337024],371,inf,1,1,0,0,321
337569,[336738],371,inf,1,1,0,0,327
337567,[337143],371,inf,1,1,0,0,325
337566,[336738],371,inf,1,1,0,0,327
338146,[336671],371,inf,1,1,0,0,319
337565,[337036],371,inf,1,1,0,0,325
337564,[336949],371,inf,1,1,0,0,322
337563,[337212],371,inf,1,1,0,0,326
338031,[336646],371,inf,1,1,0,0,323
337915,[337257],371,inf,1,1,0,0,323
337561,[336949],371,inf,1,1,0,0,322
337560,[337006],371,inf,1,1,0,0,324
337559,[336665],371,inf,1,1,0,0,319
337557,[337426],371,inf,1,1,0,0,323
338377,[337254],371,inf,1,1,0,0,322
337556,[337024],371,inf,1,1,0,0,321
337555,[337212],371,inf,1,1,0,0,326
337554,[336949],371,inf,1,1,0,0,322
337611,[336669],371,inf,1,1,0,0,325
337553,[337028],371,inf,1,1,0,0,323
337550,[337006],371,inf,1,1,0,0,324
337548,[336665],371,inf,1,1,0,0,319
337546,[337064],371,inf,1,1,0,0,321
337545,[336971],371,inf,1,1,0,0,326
337543,[337426],371,inf,1,1,0,0,323
338363,[337246],371,inf,1,1,0,0,325
337541,[335758],370,inf,1,1,0,0,321
337540,[336167],370,inf,1,1,0,0,321
337539,[335413],370,inf,1,1,0,0,323
337538,[336399],370,inf,1,1,3,3,325
337536,[336211],370,inf,1,1,1,1,323
337535,[335142],370,inf,1,1,0,0,321
337869,[336856],371,inf,1,1,0,0,325
337712,[336624],371,inf,1,1,0,0,301
337530,[336463],370,inf,1,1,0,0,322
338070,[336871],371,inf,1,1,0,0,325
337529,[335758],370,inf,1,1,2,2,321
337528,[336399],370,inf,1,1,1,1,325
337527,[336399],370,inf,1,1,4,4,325
337526,[336399],370,inf,1,1,0,0,325
338120,[336708],371,inf,1,1,0,0,326
337525,[335997],370,inf,1,1,0,0,323
337522,[336211],370,inf,1,1,1,1,323
338388,[336794],371,inf,1,1,0,0,322
337520,[335803],370,inf,1,1,1,1,322
337836,[335270],371,inf,1,1,0,0,320
337519,[336409],370,inf,1,1,0,0,322
337518,[335909],370,inf,1,1,0,0,322
337517,[335904],370,inf,1,1,0,0,323
337515,[336211],370,inf,1,1,0,0,323
337601,[337366],371,inf,1,1,0,0,323
337514,[336409],370,inf,1,1,0,0,322
337513,[336399],370,inf,1,1,0,0,325
337512,[336334],370,inf,1,1,2,2,321
337511,[336100],370,inf,1,1,0,0,322
337509,[336211],370,inf,1,1,0,0,323
337940,[336763],371,inf,1,1,0,0,302
337508,[335758],370,inf,1,1,0,0,321
337507,[335142],370,inf,1,1,0,0,321
337505,[335997],370,inf,1,1,0,0,323
337503,[335142],370,inf,1,1,0,0,321
337537,[336391],370,inf,1,1,4,4,321
337502,[336167],370,inf,1,1,0,0,321
337501,[336100],370,inf,1,1,0,0,322
337500,[335997],370,inf,1,1,0,0,323
337499,[336357],370,inf,2,2,3,3,325
337498,[336537],370,inf,1,1,0,0,322
337495,[334359],370,inf,1,1,5,5,319
337493,[336418],370,inf,1,1,0,0,326
337492,[336427],370,inf,1,1,2,2,323
337491,[335251],370,inf,1,1,0,0,321
337999,[336766],371,inf,1,1,0,0,326
337960,[337348],371,inf,1,1,0,0,321
337487,[335846],370,inf,1,1,0,0,323
337970,[337280],371,inf,1,1,0,0,323
337486,[336555],370,inf,1,1,0,0,322
337485,[336537],370,inf,1,1,6,6,322
337482,[335896],370,inf,1,1,0,0,323
338039,[336952],371,inf,1,1,0,0,321
337481,[336427],370,inf,1,1,0,0,323
337480,[336538],370,inf,1,1,0,0,322
337476,[336476],370,inf,1,1,3,3,325
337475,[335887],370,inf,1,1,0,0,325
338236,[337274],371,inf,1,1,0,0,323
337474,[336020],370,inf,2,2,3,3,320
337473,[336555],370,inf,1,1,0,0,322
337472,[335943],370,inf,1,1,0,0,326
337470,[336176],370,inf,1,1,2,2,321
337467,[335939],370,inf,1,1,0,0,326
337466,[335846],370,inf,1,1,0,0,323
337464,[335913],370,inf,1,1,1,1,323
338165,[336704],371,inf,1,1,0,0,324
337463,[335939],370,inf,1,1,1,1,326
337461,[335832],370,inf,1,1,0,0,322
337460,[336555],370,inf,1,1,0,0,322
337459,[336020],370,inf,1,1,0,0,320
337455,[335763],370,inf,1,1,0,0,322
337454,[335939],370,inf,1,1,0,0,326
337450,[336126],370,inf,1,1,1,1,322
337449,[336532],370,inf,1,1,0,0,324
337446,[336515],370,inf,1,1,0,0,321
337445,[336484],370,inf,2,2,1,1,325
337443,[336120],370,inf,1,1,0,0,323
337441,[335607],370,inf,1,1,0,0,321
337440,[335733],370,inf,1,1,0,0,322
337439,[335786],370,inf,1,1,3,3,321
337775,[337122],371,inf,1,1,0,0,323
337437,[335941],370,inf,1,1,0,0,326
337435,[336484],370,inf,1,1,2,2,325
337433,[335941],370,inf,2,2,6,6,326
337430,[335942],370,inf,1,1,1,1,325
337429,[336515],370,inf,1,1,0,0,321
338258,[335845],371,inf,1,1,0,0,322
337428,[336464],370,inf,1,1,3,3,322
337427,[336489],370,inf,1,1,2,2,324
338299,[336689],371,inf,1,1,0,0,324
337660,[336745],371,inf,1,1,0,0,302
337424,[335874],370,inf,1,1,2,2,322
337423,[336121],370,inf,1,1,0,0,322
337422,[336043],370,inf,1,1,0,0,322
337421,[335942],370,inf,1,1,1,1,325
338225,[337274],371,inf,1,1,0,0,323
337420,[336121],370,inf,1,1,0,0,322
337413,[335874],370,inf,1,1,0,0,322
337412,[336335],370,inf,1,1,0,0,325
337411,[336415],370,inf,1,1,0,0,323
337410,[335782],370,inf,1,1,0,0,317
337408,[336460],370,inf,1,1,2,2,320
337407,[336515],370,inf,1,1,0,0,321
337403,[336254],370,inf,1,1,0,0,303
337401,[336086],370,inf,1,1,0,0,324
337399,[335886],370,inf,1,1,0,0,322
337398,[335886],370,inf,1,1,0,0,322
337456,[336555],370,inf,1,1,1,1,322
337397,[335142],370,inf,1,1,0,0,321
337395,[335886],370,inf,1,1,0,0,322
337394,[336498],370,inf,1,1,2,2,322
337393,[336579],370,inf,1,1,0,0,323
337391,[335902],370,inf,1,1,2,2,323
337390,[336498],370,inf,1,1,0,0,322
337389,[336053],370,inf,1,1,0,0,321
338400,[336834],371,inf,1,1,0,0,326
337388,[336237],370,inf,1,1,0,0,324
337387,[334940],370,inf,1,1,0,0,322
337937,[335568],371,inf,1,1,0,0,323
337385,[335902],370,inf,1,1,0,0,323
337832,[335714],371,inf,1,1,0,0,325
337384,[336086],370,inf,1,1,0,0,324
337383,[334031],370,inf,1,1,0,0,319
337382,[335877],370,inf,1,1,0,0,323
337381,[335963],370,inf,2,2,2,2,321
337379,[334902],370,inf,1,1,0,0,326
337483,[336542],370,inf,1,1,4,4,322
337377,[336612],370,inf,1,1,1,1,302
337375,[336337],370,inf,1,1,0,0,322
337374,[336492],370,inf,1,1,0,0,321
337373,[336220],370,inf,1,1,2,2,324
337372,[335142],370,inf,1,1,0,0,321
337369,[336225],370,inf,1,1,0,0,320
337368,[336606],370,inf,1,1,0,0,301
337367,[336220],370,inf,1,1,0,0,324
337366,[336194],370,inf,2,2,1,1,322
337751,[336644],371,inf,1,1,0,0,326
337365,[335142],370,inf,1,1,0,0,321
337364,[336606],370,inf,1,1,0,0,301
337363,[336220],370,inf,1,1,0,0,324
337361,[335877],370,inf,2,2,3,3,323
337359,[336374],370,inf,1,1,0,0,324
337479,[336497],370,inf,1,1,0,0,323
337358,[336292],370,inf,1,1,7,7,325
337357,[336638],370,inf,1,1,0,0,322
337356,[335964],370,inf,1,1,0,0,321
337354,[335964],370,inf,1,1,0,0,321
337353,[336354],370,inf,1,1,0,0,318
337352,[336412],370,inf,1,1,0,0,322
337351,[336365],370,inf,1,1,0,0,321
337350,[336354],370,inf,1,1,0,0,318
338096,[336613],371,inf,1,1,0,0,321
337349,[336230],370,inf,1,1,0,0,321
337347,[335216],370,inf,1,1,0,0,324
337346,[336044],370,inf,2,2,0,0,323
338246,[337409],371,inf,1,1,0,0,323
337345,[336541],370,inf,1,1,1,1,322
337344,[335964],370,inf,1,1,0,0,321
337341,[335772],370,inf,1,1,1,1,324
338171,[337360],371,inf,1,1,0,0,326
337649,[336864],371,inf,1,1,0,0,324
337339,[336521],370,inf,1,1,1,1,321
337338,[336354],370,inf,1,1,0,0,318
338369,[337246],371,inf,1,1,0,0,325
337337,[336501],370,inf,1,1,0,0,324
337336,[336501],370,inf,1,1,0,0,324
337335,[335964],370,inf,1,1,0,0,321
338170,[337360],371,inf,1,1,0,0,326
337863,[337234],371,inf,1,1,0,0,322
337334,[336638],370,inf,1,1,2,2,322
338134,[337223],371,inf,1,1,0,0,325
337333,[336354],370,inf,1,1,0,0,318
337332,[336522],370,inf,1,1,0,0,325
337331,[336622],370,inf,1,1,0,0,320
337328,[336412],370,inf,1,1,1,1,322
337669,[335146],371,inf,1,1,0,0,319
337327,[336541],370,inf,1,1,2,2,322
337326,[336633],370,inf,1,1,3,3,320
337325,[336622],370,inf,1,1,0,0,320
337324,[336521],370,inf,1,1,0,0,321
337323,[336044],370,inf,1,1,0,0,323
337804,[336676],371,inf,1,1,0,0,325
337322,[336365],370,inf,1,1,0,0,321
337321,[335772],370,inf,1,1,0,0,324
337318,[336522],370,inf,1,1,0,0,325
337316,[335772],370,inf,1,1,0,0,324
337315,[336354],370,inf,1,1,0,0,318
337313,[336622],370,inf,1,1,1,1,320
337312,[336633],370,inf,1,1,7,7,320
337710,[337119],371,inf,1,1,0,0,322
337311,[336432],370,inf,1,1,3,3,326
337309,[335977],370,inf,1,1,0,0,323
337308,[335839],370,inf,1,1,3,3,321
337307,[335977],370,inf,1,1,0,0,323
337305,[336325],370,inf,1,1,0,0,322
337303,[336034],370,inf,1,1,0,0,324
337302,[335751],370,inf,1,1,3,3,322
337442,[336515],370,inf,1,1,0,0,321
337301,[335751],370,inf,1,1,0,0,322
337300,[336103],370,inf,1,1,0,0,322
338330,[336689],371,inf,1,1,0,0,324
337298,[336004],370,inf,1,1,0,0,322
337297,[336018],370,inf,1,1,0,0,325
337296,[336325],370,inf,1,1,1,1,322
337294,[336072],370,inf,1,1,2,2,322
337293,[335986],370,inf,1,1,1,1,323
337290,[336451],370,inf,1,1,0,0,327
337289,[335751],370,inf,1,1,0,0,322
337288,[336596],370,inf,1,1,0,0,321
337286,[335748],370,inf,1,1,0,0,322
337284,[336018],370,inf,1,1,1,1,325
337282,[335761],370,inf,1,1,1,1,321
337824,[336632],371,inf,1,1,0,0,323
337281,[335751],370,inf,2,2,10,10,322
337278,[334285],370,inf,2,2,2,2,319
337277,[336325],370,inf,1,1,0,0,322
337275,[336572],370,inf,1,1,0,0,323
337274,[335748],370,inf,2,2,15,15,322
337477,[336625],370,inf,1,1,0,0,323
337269,[336169],370,inf,1,1,0,0,323
337964,[336664],371,inf,1,1,0,0,323
337267,[335748],370,inf,1,1,0,0,322
337419,[336484],370,inf,1,1,0,0,325
337264,[336378],370,inf,1,1,0,0,325
337263,[336369],370,inf,1,1,0,0,322
337552,[337212],371,inf,1,1,0,0,326
337262,[335834],370,inf,1,1,2,2,322
337260,[335729],370,inf,1,1,0,0,321
337258,[335729],370,inf,1,1,2,2,321
337256,[336070],370,inf,1,1,2,2,321
337252,[335834],370,inf,1,1,3,3,322
337249,[336611],370,inf,1,1,0,0,302
337392,[334902],370,inf,1,1,0,0,326
337248,[336084],370,inf,1,1,1,1,321
337245,[336611],370,inf,1,1,0,0,302
337244,[336139],370,inf,1,1,0,0,322
337242,[336210],370,inf,1,1,0,0,324
337241,[336084],370,inf,1,1,0,0,321
337240,[336217],370,inf,1,1,0,0,322
337239,[336139],370,inf,1,1,0,0,322
337238,[336217],370,inf,1,1,0,0,322
337237,[336195],370,inf,1,1,3,3,321
338278,[337476],371,inf,1,1,0,0,326
337235,[336369],370,inf,1,1,0,0,322
337234,[335836],370,inf,2,2,5,5,321
337232,[335962],370,inf,1,1,0,0,324
337230,[336493],370,inf,1,1,1,1,324
337229,[336217],370,inf,1,1,0,0,322
337646,[336840],371,inf,1,1,0,0,301
337228,[335834],370,inf,1,1,0,0,322
337227,[336393],370,inf,1,1,0,0,320
337708,[336679],371,inf,1,1,0,0,325
337465,[334910],370,inf,1,1,0,0,322
337259,[336493],370,inf,1,1,0,0,324
337225,[335331],370,inf,1,1,0,0,321
337224,[335834],370,inf,1,1,0,0,322
337222,[336084],370,inf,1,1,0,0,321
337682,[337119],371,inf,1,1,0,0,322
337218,[336526],370,inf,1,1,2,2,322
337216,[336173],370,inf,1,1,0,0,321
337215,[335802],370,inf,1,1,0,0,323
337213,[335817],370,inf,1,1,0,0,322
338319,[336689],371,inf,1,1,0,0,324
337217,[336294],370,inf,1,1,0,0,322
337212,[336407],370,inf,1,1,4,4,325
338117,[336693],371,inf,1,1,0,0,326
337904,[337462],371,inf,1,1,0,0,320
337211,[336627],370,inf,1,1,6,6,322
338285,[337009],371,inf,1,1,0,0,326
337210,[336526],370,inf,1,1,0,0,322
337208,[336174],370,inf,1,1,0,0,324
337207,[335645],370,inf,1,1,0,0,320
337205,[336276],370,inf,1,1,0,0,329
337204,[336173],370,inf,1,1,0,0,321
337203,[336173],370,inf,1,1,0,0,321
337202,[335177],370,inf,1,1,0,0,321
337576,[337064],371,inf,1,1,0,0,321
337201,[336276],370,inf,1,1,3,3,329
337200,[334628],370,inf,1,1,0,0,321
337199,[336174],370,inf,1,1,0,0,324
337693,[336652],371,inf,1,1,0,0,322
337198,[336491],370,inf,1,1,0,0,321
337197,[336173],370,inf,2,2,1,1,321
337195,[334525],370,inf,1,1,0,0,321
337776,[337085],371,inf,1,1,0,0,323
337191,[336097],370,inf,1,1,0,0,323
337340,[336365],370,inf,1,1,0,0,321
337190,[335645],370,inf,1,1,4,4,320
337343,[336023],370,inf,1,1,0,0,324
337189,[336491],370,inf,1,1,0,0,321
337187,[336097],370,inf,1,1,0,0,323
337185,[336526],370,inf,1,1,2,2,322
337183,[336526],370,inf,1,1,0,0,322
337182,[335645],370,inf,1,1,2,2,320
338257,[336817],371,inf,1,1,0,0,323
337181,[335645],370,inf,1,1,0,0,320
337180,[335984],370,inf,1,1,0,0,326
337178,[336407],370,inf,1,1,3,3,325
337176,[336491],370,inf,1,1,0,0,321
337174,[335352],370,inf,1,1,2,2,299
337923,[337117],371,inf,1,1,0,0,326
337171,[335459],370,inf,1,1,2,2,323
338216,[337274],371,inf,1,1,0,0,323
337581,[337538],371,inf,1,1,0,0,326
337168,[336058],370,inf,1,1,0,0,321
337243,[336636],370,inf,1,1,3,3,320
337167,[336490],370,inf,1,1,0,0,321
337166,[335459],370,inf,1,1,0,0,323
337165,[336457],370,inf,1,1,0,0,321
337164,[336556],370,inf,1,1,0,0,322
337163,[336095],370,inf,1,1,0,0,321
337161,[336025],370,inf,1,1,0,0,321
337160,[336529],370,inf,1,1,2,2,322
337159,[336025],370,inf,1,1,0,0,321
338016,[337355],371,inf,1,1,0,0,323
337158,[336457],370,inf,1,1,2,2,321
337157,[336490],370,inf,1,1,2,2,321
337830,[335784],371,inf,1,1,0,0,322
337156,[335357],370,inf,1,1,0,0,302
337155,[335754],370,inf,1,1,0,0,322
337154,[336151],370,inf,1,1,0,0,322
337873,[337485],371,inf,1,1,0,0,323
337152,[336151],370,inf,1,1,1,1,322
337151,[336134],370,inf,1,1,1,1,322
337150,[335851],370,inf,1,1,0,0,322
338297,[336683],371,inf,1,1,0,0,322
337146,[336184],370,inf,1,1,1,1,323
337796,[336813],371,inf,1,1,0,0,323
337142,[336134],370,inf,1,1,0,0,322
337141,[335837],370,inf,3,3,2,2,323
337140,[336184],370,inf,1,1,3,3,323
338094,[337532],371,inf,1,1,0,0,323
337138,[336090],370,inf,1,1,0,0,322
337137,[336058],370,inf,1,1,0,0,321
337134,[336095],370,inf,1,1,0,0,321
337404,[336492],370,inf,1,1,0,0,321
337226,[335834],370,inf,1,1,2,2,322
337133,[336184],370,inf,1,1,0,0,323
337132,[335357],370,inf,1,1,0,0,302
337131,[336400],370,inf,1,1,0,0,320
337130,[336505],370,inf,1,1,0,0,322
337129,[336087],370,inf,1,1,0,0,321
338148,[336947],371,inf,1,1,0,0,323
337128,[335785],370,inf,1,1,0,0,319
337886,[335857],371,inf,1,1,0,0,322
337127,[336505],370,inf,1,1,0,0,322
337126,[336049],370,inf,1,1,0,0,325
337125,[336067],370,inf,1,1,0,0,321
337861,[337040],371,inf,1,1,0,0,323
337124,[336085],370,inf,1,1,1,1,320
337123,[336346],370,inf,1,1,0,0,322
337122,[336346],370,inf,1,1,2,2,322
337121,[336505],370,inf,1,1,2,2,322
337120,[336487],370,inf,1,1,1,1,322
337119,[335809],370,inf,1,1,5,5,321
337118,[336459],370,inf,1,1,0,0,322
338329,[336689],371,inf,1,1,0,0,324
337453,[336020],370,inf,1,1,0,0,320
337116,[336087],370,inf,2,2,3,3,321
337115,[336487],370,inf,1,1,0,0,322
337113,[336107],370,inf,1,1,3,3,322
337111,[336459],370,inf,1,1,1,1,322
337110,[336019],370,inf,1,1,0,0,321
337109,[336346],370,inf,1,1,1,1,322
337108,[336505],370,inf,1,1,0,0,322
337107,[336487],370,inf,1,1,0,0,322
337106,[336085],370,inf,1,1,1,1,320
338099,[336802],371,inf,1,1,0,0,323
337103,[336609],370,inf,1,1,0,0,321
337101,[335809],370,inf,1,1,1,1,321
337099,[336505],370,inf,1,1,3,3,322
337098,[335249],370,inf,1,1,1,1,320
338147,[336713],371,inf,1,1,0,0,324
337096,[335785],370,inf,1,1,0,0,319
337094,[336107],370,inf,1,1,4,4,322
338074,[337025],371,inf,1,1,0,0,323
337696,[337236],371,inf,1,1,0,0,322
337093,[336346],370,inf,1,1,0,0,322
337882,[337040],371,inf,1,1,0,0,323
337090,[335785],370,inf,1,1,2,2,319
337089,[335785],370,inf,1,1,0,0,319
338180,[337434],371,inf,1,1,0,0,326
338023,[335568],371,inf,1,1,0,0,323
337362,[335768],370,inf,1,1,0,0,321
337088,[336609],370,inf,1,1,0,0,321
337085,[336459],370,inf,1,1,3,3,322
337084,[336502],370,inf,1,1,0,0,328
337083,[335992],370,inf,1,1,1,1,322
337081,[336380],370,inf,1,1,0,0,325
337752,[337027],371,inf,1,1,0,0,320
337079,[335852],370,inf,1,1,2,2,322
337078,[335811],370,inf,1,1,0,0,323
337737,[336697],371,inf,1,1,0,0,326
337077,[335852],370,inf,1,1,0,0,322
337330,[336622],370,inf,1,1,0,0,320
337076,[335875],370,inf,1,1,0,0,325
337075,[336132],370,inf,1,1,0,0,324
337073,[335875],370,inf,1,1,2,2,325
337072,[334906],370,inf,1,1,0,0,321
337718,[336452],371,inf,1,1,0,0,302
337071,[336171],370,inf,1,1,0,0,323
337070,[335852],370,inf,1,1,0,0,322
337069,[336102],370,inf,1,1,0,0,323
338367,[337302],371,inf,1,1,0,0,323
337068,[336401],370,inf,2,2,2,2,321
337067,[336074],370,inf,1,1,0,0,320
338280,[337230],371,inf,1,1,0,0,325
337355,[336541],370,inf,1,1,2,2,322
337066,[336401],370,inf,1,1,0,0,321
337065,[335875],370,inf,1,1,1,1,325
337064,[336604],370,inf,1,1,2,2,320
337100,[336087],370,inf,2,2,1,1,321
337063,[336074],370,inf,1,1,0,0,320
337062,[335812],370,inf,1,1,2,2,325
337059,[336132],370,inf,1,1,3,3,324
337058,[336604],370,inf,1,1,0,0,320
337607,[336789],371,inf,1,1,0,0,321
337057,[335812],370,inf,1,1,0,0,325
337056,[335812],370,inf,1,1,0,0,325
337984,[337273],371,inf,1,1,0,0,324
337055,[334906],370,inf,1,1,0,0,321
337053,[336401],370,inf,1,1,0,0,321
337052,[336132],370,inf,1,1,2,2,324
337049,[335811],370,inf,1,1,0,0,323
337047,[336401],370,inf,1,1,0,0,321
337044,[336380],370,inf,1,1,0,0,325
337043,[334906],370,inf,1,1,0,0,321
337042,[336102],370,inf,1,1,1,1,323
337781,[336889],371,inf,1,1,0,0,328
337039,[335811],370,inf,1,1,0,0,323
337038,[335742],370,inf,1,1,0,0,321
337037,[336504],370,inf,1,1,0,0,325
337585,[337538],371,inf,1,1,0,0,326
337034,[335888],370,inf,1,1,0,0,320
337061,[336380],370,inf,1,1,0,0,325
337031,[335476],370,inf,1,1,0,0,323
337030,[336528],370,inf,1,1,0,0,321
337027,[335795],370,inf,1,1,2,2,319
337080,[335852],370,inf,1,1,0,0,322
337026,[336183],370,inf,1,1,0,0,323
337025,[335857],370,inf,2,2,3,3,322
337024,[335891],370,inf,1,1,2,2,320
337023,[336193],370,inf,1,1,0,0,324
337022,[336113],370,inf,1,1,0,0,322
337510,[335803],370,inf,1,1,1,1,322
337406,[336484],370,inf,1,1,1,1,325
337021,[335272],370,inf,1,1,5,5,321
337019,[336403],370,inf,1,1,0,0,325
337506,[336100],370,inf,2,2,3,3,322
337018,[336466],370,inf,1,1,0,0,320
337017,[336504],370,inf,1,1,0,0,325
338136,[337098],371,inf,1,1,0,0,321
337851,[337485],371,inf,1,1,0,0,323
337016,[336013],370,inf,1,1,0,0,325
337014,[335888],370,inf,1,1,0,0,320
337013,[336159],370,inf,1,1,2,2,320
337596,[337109],371,inf,1,1,0,0,323
337012,[335891],370,inf,1,1,0,0,320
337584,[337094],371,inf,1,1,0,0,323
337011,[335741],370,inf,2,2,1,1,321
337009,[336504],370,inf,1,1,3,3,325
337008,[336530],370,inf,1,1,0,0,322
337007,[335857],370,inf,1,1,1,1,322
337532,[335803],370,inf,1,1,1,1,322
337091,[336087],370,inf,1,1,0,0,321
337005,[335888],370,inf,2,2,1,1,320
337004,[336403],370,inf,1,1,0,0,325
337003,[335891],370,inf,1,1,4,4,320
337542,[336231],370,inf,1,1,0,0,322
337002,[336159],370,inf,1,1,0,0,320
337001,[335272],370,inf,1,1,5,5,321
338305,[336689],371,inf,1,1,0,0,324
337000,[335891],370,inf,1,1,0,0,320
337709,[336369],371,inf,1,1,0,0,322
336999,[335795],370,inf,1,1,1,1,319
337633,[336848],371,inf,1,1,0,0,301
336998,[336477],370,inf,1,1,0,0,324
336996,[336327],370,inf,1,1,1,1,321
336995,[335476],370,inf,1,1,0,0,323
336994,[336530],370,inf,1,1,0,0,322
336993,[336113],370,inf,1,1,1,1,322
337033,[335891],370,inf,1,1,0,0,320
336992,[335416],370,inf,1,1,0,0,324
338273,[336649],371,inf,1,1,0,0,325
337612,[336853],371,inf,1,1,0,0,304
336990,[336449],370,inf,1,1,0,0,329
336988,[336474],370,inf,1,1,0,0,322
336987,[336077],370,inf,1,1,0,0,325
336985,[335416],370,inf,1,1,0,0,324
336984,[336278],370,inf,1,1,0,0,329
336983,[336449],370,inf,1,1,0,0,329
336981,[335893],370,inf,1,1,0,0,318
338304,[336689],371,inf,1,1,0,0,324
336978,[336499],370,inf,1,1,0,0,320
336976,[336160],370,inf,1,1,0,0,320
336974,[336160],370,inf,1,1,2,2,320
336972,[336517],370,inf,1,1,0,0,321
336971,[336006],370,inf,2,2,1,1,325
336970,[336456],370,inf,1,1,0,0,328
337921,[336842],371,inf,1,1,0,0,326
336969,[335959],370,inf,1,1,0,0,328
336967,[335246],370,inf,1,1,1,1,320
336966,[335899],370,inf,1,1,0,0,325
336965,[336395],370,inf,1,1,0,0,322
336964,[336160],370,inf,1,1,4,4,320
336963,[336077],370,inf,1,1,4,4,325
336962,[335246],370,inf,1,1,0,0,320
338426,[336989],371,inf,1,1,0,0,329
336961,[336456],370,inf,1,1,0,0,328
336959,[336006],370,inf,1,1,3,3,325
336958,[336395],370,inf,1,1,0,0,322
336957,[336449],370,inf,1,1,0,0,329
336956,[335115],370,inf,1,1,0,0,302
336955,[336517],370,inf,1,1,0,0,321
337698,[336925],371,inf,1,1,0,0,325
336953,[336517],370,inf,1,1,0,0,321
336950,[335115],370,inf,1,1,0,0,302
336949,[336146],370,inf,1,1,3,3,321
336948,[336613],370,inf,1,1,0,0,321
336947,[336031],370,inf,1,1,4,4,322
337876,[337485],371,inf,1,1,0,0,323
336946,[335746],370,inf,1,1,0,0,321
336944,[336397],370,inf,1,1,0,0,301
336943,[335421],370,inf,1,1,0,0,324
336942,[334540],370,inf,1,1,0,0,300
336941,[335820],370,inf,1,1,0,0,319
338282,[336096],371,inf,1,1,0,0,322
337219,[336627],370,inf,1,1,0,0,322
336939,[335820],370,inf,1,1,0,0,319
336938,[335746],370,inf,1,1,0,0,321
336935,[336397],370,inf,1,1,0,0,301
336934,[335746],370,inf,1,1,0,0,321
336933,[335820],370,inf,1,1,0,0,319
337772,[337373],371,inf,1,1,0,0,325
336932,[334540],370,inf,1,1,0,0,300
336931,[335421],370,inf,1,1,0,0,324
337815,[336751],371,inf,1,1,0,0,326
336930,[335746],370,inf,1,1,0,0,321
336929,[335746],370,inf,1,1,0,0,321
336928,[335746],370,inf,3,3,5,5,321
336927,[335421],370,inf,1,1,0,0,324
336925,[335421],370,inf,1,1,2,2,324
336923,[335421],370,inf,1,1,0,0,324
336922,[335820],370,inf,1,1,0,0,319
336920,[336397],370,inf,1,1,0,0,301
336918,[334540],370,inf,1,1,2,2,300
336917,[335820],370,inf,1,1,0,0,319
336916,[334540],370,inf,1,1,0,0,300
338382,[337147],371,inf,1,1,0,0,324
338059,[337312],371,inf,1,1,0,0,321
336914,[336397],370,inf,2,2,6,6,301
336913,[334540],370,inf,1,1,0,0,300
336989,[336456],370,inf,1,1,15,15,328
336986,[336500],370,inf,1,1,0,0,319
336911,[335820],370,inf,1,1,0,0,319
336910,[336397],370,inf,2,2,1,1,301
336909,[335746],370,inf,1,1,0,0,321
336908,[335746],370,inf,1,1,0,0,321
337847,[337234],371,inf,1,1,0,0,322
336907,[335746],370,inf,1,1,2,2,321
336905,[335746],370,inf,1,1,0,0,321
336903,[336032],370,inf,1,1,0,0,322
336902,[335160],370,inf,1,1,0,0,320
336901,[336032],370,inf,1,1,0,0,322
337655,[336397],371,inf,1,1,0,0,301
336900,[336118],370,inf,1,1,2,2,325
337139,[336400],370,inf,1,1,0,0,320
336899,[336024],370,inf,1,1,4,4,321
336898,[336118],370,inf,1,1,0,0,325
336896,[335289],370,inf,1,1,2,2,324
338361,[337185],371,inf,1,1,0,0,323
336895,[335467],370,inf,1,1,0,0,324
